"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezid"
"TESPA1",117.617669072935,1.12045379854045,0.26925976756518,1.11655936498645e-05,2.50221840963558e-05,"9840"
"AJ420489",29.5828642136253,1.51893241902142,0.372831620668879,1.13846932317063e-05,2.54945282661332e-05,NA
"FAM64A",22.3436525586451,1.50668824691166,0.372141929816767,1.1632441705889e-05,2.60248562716408e-05,NA
"av27s1",1.64341486820637,4.11819959741868,1.07975480014401,1.22198384974515e-05,2.72706995539231e-05,NA
"CTD-2227C6.2:ENSG00000249664",7.29849831489495,1.64417950504342,0.398523221808489,1.22350936476948e-05,2.7301901317131e-05,NA
"SBSN",16.2260216476144,3.45465625654107,0.543338482792353,1.22862684183904e-05,2.74103873229272e-05,"374897"
"TMEM45B",5.79775718947742,3.09771372881406,0.853946043525812,1.23641156636599e-05,2.75783214714562e-05,"120224"
"DCSTAMP",8.95105193963516,2.04100058674602,0.509280614931369,1.24625336718869e-05,2.77862773524969e-05,"81501"
"FAM159A",23.1198848865006,1.59924072080879,0.403761954042472,1.29268850003323e-05,2.87736967714324e-05,NA
"CCDC65",8.09603697266282,1.09998596729881,0.261248008474789,1.32401595340613e-05,2.94282214345676e-05,NA
"SLC25A53",25.8480750598014,1.01995068260759,0.243417572340219,1.33470887409043e-05,2.96505133689679e-05,"401612"
"JAK3",849.199492939026,1.18361026591715,0.288871443109087,1.37648023504635e-05,3.05246775765633e-05,"3718"
"AK097190",21.4010555990725,1.36782093759129,0.3362276011275,1.38759519219099e-05,3.07584318484118e-05,NA
"LOC728739",2.82418852659744,3.40241798871153,0.855352163763737,1.4025993064292e-05,3.10749544497591e-05,"728739"
"RAB33A",15.2059113715889,1.15057893572945,0.28544375869241,1.4035564271426e-05,3.10897322271056e-05,"9363"
"LOC100506178",9.09633359956335,1.49230804500557,0.36362675905482,1.42099129786962e-05,3.14565982006593e-05,NA
"RP11-472N13.3:ENSG00000237797",6.14948525409548,1.40778027269299,0.36412566076653,1.43085223299048e-05,3.16583626609733e-05,NA
"TCRAVN1",2.40326016240024,3.37670188034637,0.861385926294224,1.46184145505795e-05,3.23206601054849e-05,NA
"CFHR4",11.9796741417707,1.23547319077273,0.292021556911748,1.47948384132864e-05,3.27006055184043e-05,"10877"
"RP11-212I21.2:ENSG00000260135",9.16185409890479,1.89679388078422,0.48093065286165,1.47997067010106e-05,3.27079927534296e-05,NA
"AX747851",22.2536518550146,1.03063572904404,0.246919386564075,1.49218821556825e-05,3.29644094251435e-05,NA
"EPYC",78.1427141443926,2.15018141190182,0.570658698605048,1.51335209080067e-05,3.34147268591025e-05,"1833"
"AK131325",2.33135821415349,3.58930203390862,0.924420240889148,1.54334622819624e-05,3.4027918638957e-05,NA
"MGC39372",35.6546727464289,1.16079031958599,0.281720761179319,1.5432272396021e-05,3.4027918638957e-05,NA
"ATP8A2",8.07797624200608,1.29749465957328,0.320205233741941,1.5904437372553e-05,3.5048304154424e-05,"51761"
"GZMM",19.1977366944146,1.60652879982719,0.409401007485668,1.61210372817294e-05,3.54891322986141e-05,"3004"
"CNTNAP2",18.9673613615297,1.92019029604643,0.505386374375216,1.62479840036029e-05,3.57502352067777e-05,"26047"
"BC043570",1.92607081322419,4.87723378445657,1.37488357753433,1.64736636505248e-05,3.62207666210196e-05,NA
"RETN",2.31894824327116,3.42154689026394,0.947050435941995,1.68950893634259e-05,3.71016854842528e-05,"56729"
"LRRC15",2430.60436100667,1.43356258551856,0.362921192679474,1.70460592825445e-05,3.74178808482975e-05,"131578"
"RASGRF1",13.3852525262372,1.48308630385409,0.375731510150171,1.73061512645507e-05,3.79615945198154e-05,"5923"
"JAKMIP2",66.9372722571508,1.08657520952377,0.266630069763476,1.73661605836833e-05,3.80815346623781e-05,"9832"
"RP13-884E18.2:ENSG00000250126",3.58121426313069,1.97046067522314,0.488001249434628,1.74048720994876e-05,3.81547124586598e-05,NA
"AK025061",12.0500612792178,1.08470384959936,0.257795248557864,1.76007110195077e-05,3.85470868470165e-05,NA
"C5orf20",53.4370731659225,1.57681740863526,0.404374168611057,1.76018447707624e-05,3.85470868470165e-05,NA
"KIFC1",67.3019453034077,1.12950153028379,0.2769283273563,1.80560678076175e-05,3.95014495580959e-05,"3833"
"SCG2",604.628626333465,1.51410488450683,0.387300351088114,1.81418099494151e-05,3.96687831713746e-05,"7857"
"CSF2",1.74735692070646,3.65030473854005,0.949687524929342,1.82523930366606e-05,3.98943034830459e-05,"1437"
"BC055085",92.1405873611181,1.82709232065438,0.47722740089767,1.87503779181593e-05,4.0920155780461e-05,NA
"TRA@",51.3774821139095,1.52993799408435,0.389251023410499,1.88300588343506e-05,4.10814994906999e-05,NA
"RP11-134P9.3:ENSG00000231507",4.47661006963443,1.65461025166584,0.418969814454679,1.92199689183554e-05,4.18852662762696e-05,NA
"KIAA1324",64.1009789138426,1.14521953428941,0.286122687634745,1.94373498029513e-05,4.23546887278015e-05,NA
"MS4A3",3.68059229129996,2.67608980186964,0.691563977132495,2.01821074173927e-05,4.39194952052978e-05,"932"
"RP11-44F14.2:ENSG00000261804",3.20748001960083,3.66183875486296,0.964859125873473,2.08429841340053e-05,4.5302472258811e-05,NA
"LINC01057:ENSG00000224081",11.2501182692808,1.24343835346696,0.308846222596852,2.1676464777679e-05,4.69996630834593e-05,NA
"RP11-403B2.5:ENSG00000259443",3.51954116790466,7.29467910225781,2.43613068231209,2.23708019487176e-05,4.84218741836865e-05,NA
"GJB6",209.903403699242,1.89295062045171,0.509074992047867,2.27979782115986e-05,4.93166196012508e-05,"10804"
"ADAM8",375.976012341812,1.24098477481692,0.31385668751609,2.28237821959919e-05,4.9367456232384e-05,"101"
"RP3-340N1.2:ENSG00000227066",6.67436716260595,1.67239199900101,0.418695495701158,2.29768841462579e-05,4.96785592562036e-05,NA
"LAD1",33.1654490618083,2.13715861300304,0.582816889724195,2.3175936779705e-05,5.00937729930836e-05,"3898"
"SLC9C1",8.51937075300062,1.5450890997914,0.408321327086753,2.3191808244159e-05,5.01230237064697e-05,"285335"
"LOC285972",13.3124403321743,1.49797631032868,0.382946278801076,2.32123052260087e-05,5.0157207168973e-05,NA
"ATP5EP2",5.61566947634411,1.46318927231585,0.372357444450125,2.32242987753309e-05,5.0178064077789e-05,NA
"CYTL1",34.2648381734538,1.43890947028329,0.371156747276531,2.35304851127272e-05,5.08139936948194e-05,"54360"
"RP11-408H20.1:ENSG00000261521",1.8690690946504,2.43049887805289,0.621958070040752,2.35400392507125e-05,5.08295044590491e-05,NA
"RP5-943J3.2:ENSG00000272931",4.45217529159056,1.52184072431086,0.376232678938857,2.41776935554835e-05,5.21643352098529e-05,NA
"TMEM171",4.64506339529725,1.63832337403299,0.419342019866479,2.42491279492172e-05,5.23026627086216e-05,"134285"
"SIRPB1",160.596591260527,1.02043458557098,0.253558332170893,2.50815818310911e-05,5.39515800266736e-05,"10326"
"TBX21",32.4172696154199,1.33521510661363,0.341597691607848,2.54717385783621e-05,5.47413790183531e-05,"30009"
"ZNF831",225.475992691455,1.34405700341426,0.345756122180292,2.55716228447712e-05,5.49450217976924e-05,"128611"
"CCL17",8.79899241880456,2.01101405082253,0.549748862714581,2.56527335882347e-05,5.50972080365402e-05,"6361"
"CTSL2",8.23488065358119,1.40850884342973,0.365190469198481,2.59517626810015e-05,5.57227138391008e-05,NA
"EPHX4",6.50112607695982,1.48173653644107,0.379177393446658,2.64058473607709e-05,5.66693227679386e-05,"253152"
"TCRBV13S1",3.86473690810853,2.90692372740141,0.76481194137488,2.71626422356048e-05,5.82118699165801e-05,NA
"SH2D2A",41.5475015635539,1.16038558090641,0.291301813795779,2.72616453062744e-05,5.84065217762273e-05,"9047"
"CD22",181.704433020992,1.52193978507729,0.399244597203863,2.72953010846328e-05,5.84669386515025e-05,"933"
"HP",103.758444954234,2.44617153381808,0.699233592300563,2.79740096222351e-05,5.98788523153267e-05,"3240"
"LOC154092",12.3497171973817,1.84434962041529,0.506546826848993,2.85664208612889e-05,6.10493666686614e-05,NA
"TCRBV5S6A3N2T",2.77774862663856,2.91385767734599,0.758021188159822,2.86582595865743e-05,6.12334241570179e-05,NA
"AK057187",5.58195610795821,2.12414310861656,0.550100334643867,2.88735373370424e-05,6.16749577182409e-05,NA
"LOC286190",4.42205078112744,2.03620148337341,0.559803578048499,2.92793050420239e-05,6.24545526438792e-05,NA
"TBX20",2.51076994912007,2.94972595082209,0.77585492695741,3.01756668069896e-05,6.43345336391333e-05,"57057"
"VWDE",9.25766123346039,1.82838311881129,0.480354254097111,3.14274040583711e-05,6.68768418569369e-05,"221806"
"TCRBV6S3A1N1T",1.70321841182992,2.87337847306421,0.799807250691903,3.28134076375789e-05,6.97293045703181e-05,NA
"SCARNA11",37.8283722865678,1.34559538464027,0.350584343310997,3.35340776414838e-05,7.12183795174318e-05,"677780"
"CXCR3",47.5559030358224,1.44216214610314,0.380393434975811,3.35512852009086e-05,7.12478644318908e-05,"2833"
"IFNE",22.5956514815392,1.6934256358288,0.449602914189942,3.4232652469174e-05,7.26012705691476e-05,"338376"
"TCRBV1S1A1N1",4.12427265701291,2.10697011349563,0.559787972822378,3.42295107890141e-05,7.26012705691476e-05,NA
"BX647938",55.7387725235675,1.155489828935,0.296739308529409,3.42445200226167e-05,7.26120694147946e-05,NA
"CXADR",292.99012014194,1.42860869414165,0.377813907194924,3.50816391439483e-05,7.43209223853162e-05,"1525"
"LOC728175",8.67828585773249,1.40070078980465,0.36169490700033,3.52760747839793e-05,7.47106828898249e-05,NA
"MC4R",5.20253958096303,3.08954798861434,1.06330079350217,3.63398578225274e-05,7.68876774639912e-05,"4160"
"FOS",3505.2213921129,1.21434509957546,0.315732423073667,3.64741109433978e-05,7.71488818562958e-05,"2353"
"AFF2",119.442787266267,1.05890057110332,0.270293380812608,3.75274626166628e-05,7.92986400732461e-05,"2334"
"BC033281",260.09653292696,1.56894770802243,0.422772339467355,3.7983366052387e-05,8.02145516406355e-05,NA
"MIAT",611.208223546644,1.76775153262266,0.488601436314445,3.94740544490178e-05,8.32396112756591e-05,"440823"
"KIAA1199",2909.16596386244,1.25881692323464,0.33034465528965,3.96175775682894e-05,8.35258253020999e-05,NA
"AK125437",10.4571046193518,1.58108843072718,0.421397126884463,3.98174403488371e-05,8.39141788590586e-05,NA
"CLECL1",55.3478100478992,1.19203512898033,0.308070127711574,4.00751735474747e-05,8.4407546643379e-05,"160365"
"NCR3",9.24589764209895,1.69827535881709,0.464161410149988,4.01013076962812e-05,8.44542918202215e-05,"259197"
"GSG2",21.93042473215,1.15303907450157,0.306123771825994,4.01521580604263e-05,8.45447690057095e-05,NA
"JAKMIP1",27.9711387965778,1.54900541796984,0.413321314995221,4.01893482364008e-05,8.46064532708749e-05,"152789"
"RP11-480C16.1:ENSG00000272563",26.2586529797231,1.36234511343831,0.379943984260604,4.04929327075856e-05,8.51869873107266e-05,NA
"PRND",38.2710507529696,1.79468778640207,0.496775437730844,4.05137564749368e-05,8.52224303196899e-05,"23627"
"ICAM4",13.076980582295,1.22350599819183,0.326960966724551,4.11733344190293e-05,8.6533445440582e-05,"3386"
"TMEM125",3.08441005558387,2.63652743264082,0.733490454685156,4.19270581963066e-05,8.80312145691066e-05,"128218"
"MLC1",8.65994760747597,1.46419444299137,0.401738230050363,4.21116972604027e-05,8.83756004486646e-05,"23209"
"CPA3",725.514649171865,1.19852571398542,0.314195843348995,4.22835709609539e-05,8.87102365315315e-05,"1359"
"MFSD2A",59.1562020843331,1.11026410558309,0.287089201743796,4.4220738016691e-05,9.25659808488855e-05,"84879"
"MMP8",5.43719407185028,3.28218536460434,0.87557333772741,4.43647398656369e-05,9.28583466347847e-05,"4317"
"LYPD3",24.3753612872756,1.09682144542885,0.284904942826112,4.48680725306388e-05,9.38477016247859e-05,"27076"
"KCNJ10",16.0932890708859,1.98516879992154,0.581508015546929,4.52352722505917e-05,9.45696049694627e-05,"3766"
"AX748236",8.37091256864958,1.55415601126137,0.416281199302519,4.54252502526003e-05,9.49297375842416e-05,NA
"SLC12A3",12.0162463138373,1.97847298133831,0.563787382083684,4.56433130932452e-05,9.53482582385502e-05,"6559"
"ACOXL",27.030599360751,2.36469241604654,0.714760389502044,4.59031920387488e-05,9.58537719180147e-05,"55289"
"P2RY8",295.265709838193,1.19036832263675,0.315021073553848,4.74014779025896e-05,9.88668621921178e-05,"286530"
"EHF",26.9762869988428,1.68795702480371,0.47848910642394,4.85030395047924e-05,0.00010106607483047,"26298"
"UBASH3A",72.5895719242764,1.34566067406804,0.365499516096351,4.88589777183207e-05,0.000101758280967522,"53347"
"GRIK1-AS2",12.6877123338153,1.03120904536712,0.260366134341489,4.92424276653628e-05,0.000102527001374754,"100379661"
"SNORA46",21.9649900663323,1.51911822327451,0.414831754580746,4.92750822494579e-05,0.000102585025532067,"677827"
"RP11-11N7.4:ENSG00000273175",5.4367239012862,1.41488771196556,0.366548153287896,4.9362457165981e-05,0.000102754544712402,NA
"LINC00890",3.47403921636837,2.40948582646044,0.657719121885888,5.03578966752163e-05,0.000104747748392849,NA
"CFHR1",18.8186000879183,1.79256054224697,0.504380759369963,5.06480116485575e-05,0.000105296759159888,"3078"
"AC015849.16:ENSG00000266999",3.55928921150303,1.87121454385491,0.541796870135199,5.16196799490551e-05,0.000107174716685857,NA
"CSTF3-AS1",2.85633593252856,1.79970573846718,0.513791784853619,5.34636906741309e-05,0.00011087443466073,NA
"SAA2",11.533459220862,1.84040270592373,0.499162509144947,5.37807803266765e-05,0.000111521233043891,"6289"
"VSTM1",2.24544421540507,4.10595966954702,1.14938012818081,5.40319438876586e-05,0.000112031213441442,"284415"
"CEACAM4",28.3501319668687,1.1167644453581,0.293730515550956,5.4301795955673e-05,0.000112547180419489,"1089"
"RLTPR",72.9487442677979,1.4096092730594,0.382311793182039,5.62310277507759e-05,0.000116388181340645,NA
"AK097957",11.9614876916038,1.49961439444322,0.412867719965225,6.020681323326e-05,0.000124125878032749,NA
"GFI1B",12.1297256472302,2.00982961764003,0.563442653781961,6.13926044169577e-05,0.000126436791627621,"8328"
"ACAP1",255.958947176604,1.22318452353711,0.329354635530242,6.2322403815195e-05,0.000128203866107215,"9744"
"RGS8",2.97858202371712,2.20283092860437,0.605959506586381,6.26479328741222e-05,0.000128836417702078,"85397"
"SNORD97",3567.55397472189,1.0832056427236,0.287937835665847,6.32197610991664e-05,0.000129925126056039,"692223"
"DDX11L10",8.18261999335146,3.35297319328881,0.987498771632932,6.45280108596077e-05,0.000132423291531403,"100287029"
"NLRC3",267.495659343823,1.21871963126962,0.329298402407945,6.59004606268595e-05,0.000135110443142862,"197358"
"TCRGC2",10.1911529781677,1.41252524359504,0.387997581059073,6.61233614624509e-05,0.000135554472140097,NA
"CLLU1",40.1092807995718,1.46814228571527,0.413067584327825,6.66434643098079e-05,0.000136555389154122,"574028"
"CTD-2342N23.3:ENSG00000272456",1.98056455473947,2.60775716002194,0.721577069530797,6.67760584336026e-05,0.000136800923380559,NA
"CST1",5.80269604606802,7.95616208050924,2.67926217033714,6.88061358878753e-05,0.00014078490792218,"1469"
"AK096291",20.0064368928277,1.8929470957362,0.666165537756585,6.88303814670396e-05,0.000140808781305614,NA
"RP11-533E19.5:ENSG00000260360",4.79368218595363,1.14388689812239,0.297943599862719,6.91629160518249e-05,0.000141447402646829,NA
"UTS2",9.5973138026672,2.15355863115305,0.623692382840875,6.91590511393232e-05,0.000141447402646829,"10911"
"DEFA1",20.8646157764993,2.349624104047,0.754486195738493,6.99677845058876e-05,0.000143011589291883,"1667"
"KLHL4",22.8746972022911,1.36633911283356,0.378838679280691,7.02967638843089e-05,0.000143601843340868,"56062"
"FOXM1",80.437429098258,1.17722637856187,0.32187642646164,7.06667753771015e-05,0.000144302686419342,"2305"
"ARRDC5",25.5207541720631,1.08811325001147,0.287331981002792,7.11999875934684e-05,0.000145294614309322,"645432"
"AK094909",19.0179462754771,1.07155344840547,0.280849242970698,7.12732591009817e-05,0.000145430289633601,NA
"AF131215.8:ENSG00000270076",1.94703800602902,2.04754515309725,0.55261516920228,7.36613312631868e-05,0.000150088726396414,NA
"ILDR1",7.6484450242264,1.94860142290569,0.607656894472852,7.84542276657879e-05,0.000159188626484979,"286676"
"ADAMTS18",98.1275008056397,1.48338013837188,0.416354104569921,7.89832376494904e-05,0.000160231683155847,"170692"
"RBMXL2",5.77663157286581,1.55576301236832,0.425345715791098,7.9436342061984e-05,0.000161120386052286,"27288"
"DGKI",101.33783155734,1.16111726901725,0.315699944689913,8.3422565311984e-05,0.000168901931072336,"9162"
"NSG1",17.8288933471703,1.4574880880263,0.42080750578251,8.45375664103623e-05,0.000171014031229193,"27065"
"LOC286442",3.91066791572225,3.19722125081688,1.00549693156784,8.51927920212263e-05,0.000172193239474815,NA
"SAA1",15.6905982310578,2.55140324076601,0.794831396071228,8.60755898820606e-05,0.000173928360322636,"6288"
"FAM35BP",11.2749127480795,1.22704446933301,0.344818544020362,8.72620338907091e-05,0.000176176259643893,NA
"EXPH5",238.517140578253,1.01698618294223,0.275397676639088,8.88797213652676e-05,0.000179273392435703,"23086"
"LIX1",2.59280357602647,2.91866769499404,1.00578685223464,9.09584473541366e-05,0.00018329375725284,"167410"
"LINC01146:ENSG00000258867",2.23149693999567,2.20480542364209,0.623179940512404,9.20248109929961e-05,0.000185303248216167,NA
"HIST1H4L",87.5370533107155,1.12098922265662,0.319753878726598,9.22352898848306e-05,0.000185709625937207,NA
"TDO2",73.6205812787336,1.340306218154,0.376646758663298,9.77807013321837e-05,0.000196137929026925,"6999"
"DPYS",15.0114297245379,1.44044249215004,0.407569008432687,0.000100284672467499,0.000200784809434461,"1807"
"ADTRP",126.01257097633,1.04982256511031,0.28654073362077,0.000102106650970724,0.000204184721986894,"84830"
"SLC5A12",3.71127356922836,2.02469347918546,0.60922730668987,0.000102797767162554,0.000205490071217591,"159963"
"AC005083.1:ENSG00000233834",7.11794885326986,1.32630121267125,0.364697608760429,0.000103691579822247,0.000207141544443118,NA
"RP11-10J5.1:ENSG00000226004",1.69063722662601,4.16133046162179,1.18257437140196,0.000106781033454223,0.000213074936227946,NA
"CCR7",142.842320353051,1.47740094683111,0.429432118063717,0.00011117282259459,0.000221405603667519,"1236"
"AP001046.5:ENSG00000237989",31.7146144543788,1.31099001220332,0.373279688965076,0.000111549582222552,0.000222135296457862,NA
"RP11-275I4.2:ENSG00000259747",1.70130232796524,5.02851070591039,1.47310916776448,0.000113182571208135,0.000225240673045865,NA
"UGT3A2",1.7995335535405,3.66729404191016,1.10720375529189,0.000114382669241749,0.000227523317852287,"167127"
"TNFRSF9",82.5628625454573,1.20209796030695,0.3400090086321,0.000115630051114059,0.000229812582114951,"3604"
"TMPRSS3",5.27607690590215,1.79900821534932,0.530875819016847,0.000117145119934944,0.000232629607668456,"64699"
"AK093940",7.67266047635964,1.72414056441356,0.497993233941379,0.000117384209091094,0.000233082800949547,NA
"AK096766",1.88062739579154,2.64149656126096,0.767443784883598,0.000118294341701668,0.000234716036446199,NA
"LOC285484",1.59560678887907,3.59173025472174,1.06670609562233,0.000120751049826333,0.000239391106366459,NA
"MIR29C",62.6254745932262,1.5641406811068,0.458772606088541,0.000122148593996239,0.000242049816486814,"407026"
"AX748309",4.12837849118827,2.21011022979505,0.657732640970024,0.000123213012642367,0.000244001154944457,NA
"SKA1",33.9990616011285,1.12761578502051,0.327556924259065,0.000125086153813698,0.000247596189018192,"220134"
"RPL36A-HNRNPH2",633.313673712518,1.811874044235,0.555158787793593,0.000126716505472995,0.000250615009855375,"100529097"
"CLEC9A",10.5964158610549,1.4640668059934,0.427426741014449,0.000126738112039002,0.000250634614811952,"283420"
"SLCO4C1",17.6653578416645,1.24175010269982,0.345726649732755,0.00012856257868046,0.000253914646964458,"353189"
"TERT",1.77689216678001,3.89940758783498,1.12775094066061,0.000129699743237978,0.000256089783216912,"7015"
"ABCA13",12.2785456471568,1.56271157321418,0.447415573043558,0.000130310218943146,0.000257200379648997,"154664"
"RP11-325N19.3:ENSG00000246863",4.00089409745325,1.48260450824497,0.433131367727251,0.000139007466936082,0.000273736405626704,NA
"GABRP",12.3396002119836,1.46597225019518,0.432174362773082,0.000145003129206745,0.000285071736221626,"2568"
"TCRVA15",3.60269424655414,1.93693340097738,0.592356289334865,0.000147657661916137,0.0002900510189578,NA
"AUNIP",6.9097475295458,1.3723510448778,0.415987208834281,0.000151696466971879,0.000297684524501765,"79000"
"AP001058.3:ENSG00000232698",2.25417695733812,2.88898439670588,1.04184605455927,0.000153357742261232,0.000300669272766647,NA
"TCRBV20S1A1N2",2.93020404113368,1.95793514488778,0.634922878368967,0.000155359968011529,0.000304316413305713,NA
"AP000525.9:ENSG00000206195",70.3385411280964,1.04182166314842,0.294917972089355,0.000160473350560779,0.000313959408723796,NA
"DKFZp779K0112",729.710286409759,1.02435545169864,0.288535862882069,0.000161074012714676,0.000315019556028255,NA
"CDKL4",4.58933642953107,1.16252064580111,0.319760685752776,0.000163366979767272,0.000319329181701042,"344387"
"BC016366",6.20007310941799,1.80621814597819,0.529866104894891,0.000164381269638762,0.000321253191590005,NA
"IL1A",3.52791628412153,3.06287301939112,0.89750534676075,0.000168215958964525,0.000328537693501609,"3552"
"DQX1",3.86992241387906,1.7771464381438,0.532577475010895,0.000168600206825364,0.000329198162784735,"165545"
"RNASE3",2.27897730730413,2.66457150338003,0.782006346459925,0.000171946591429735,0.000335243454390386,"6037"
"AX747639",4.44917048254334,2.99649301550176,1.0752758449994,0.000174695767588165,0.000340355820990559,NA
"HPCAL4",19.976450801839,1.45735664133103,0.454619486662518,0.000175127769503604,0.000340980512697196,"51440"
"IL10RB-AS1",6.44188315499872,1.34098415715885,0.389345857798831,0.000182626445428753,0.000354935854631344,NA
"RP11-461L13.5:ENSG00000270883",4.25874172490967,1.30158169817348,0.368359527817304,0.000185621219959335,0.000360494708897102,NA
"DQ-A1",50.7257616683744,2.09577318745767,0.692586475770767,0.000191530361852631,0.000371331546412251,NA
"SYTL1",139.162146616715,1.32032092642769,0.393676505639115,0.000194807485957117,0.000377037100101038,"84958"
"FRMD7",78.5270525563043,1.18645688313998,0.357516565544487,0.000198630414109963,0.00038419327367736,"90167"
"FRMPD2",11.9472707654251,2.13592029019764,0.684731353338255,0.000198715889703167,0.000384289241541819,"143162"
"RP11-76E17.3:ENSG00000258476",4.01435567339032,1.54961719115045,0.44287952758707,0.000199389490738664,0.000385418015422239,NA
"BC093087",3.18394387063575,2.86244170653215,0.840726336530256,0.000199973432786553,0.000386511911345856,NA
"EVA1A",26.8154432117488,1.3402400952761,0.401909964497987,0.000200504371017025,0.000387468234064368,"84141"
"ANXA8",11.8157770070376,2.03798588892174,0.652074860030029,0.000201563543140576,0.00038926936566336,"653145"
"SCG3",5.56294580052647,1.64525350107873,0.513088517373112,0.000201943369664717,0.000389967766647794,"29106"
"AV4S1",1.30852341083352,4.49553681293976,1.37215323245935,0.000205730929250268,0.000396888479443835,NA
"GPR55",25.2368172186297,1.07231174264743,0.308404264688504,0.000207359297128003,0.000399849915910436,"9290"
"LOC440900",2.4906366640675,1.43996505099516,0.410615172252855,0.000210153890179383,0.000405056504335856,NA
"LGALS9C",2.00328134092787,2.28419155499632,0.664465913576863,0.000212564373386305,0.000409334430798623,"654346"
"HP08716",2.23791992832017,1.44645861231668,0.413797499031655,0.000212846300800818,0.000409803697903696,NA
"AF070569",283.641725791958,1.16082669620403,0.341600078969017,0.000225342316239943,0.000432851932601783,NA
"AX747150",973.574690471554,1.05246913479832,0.306003788986253,0.000230258920727131,0.000441741805222395,NA
"GLB1L3",2.74615111985613,2.56979289235694,0.762045010412454,0.000231996790295557,0.000444916536006144,"112937"
"BV13S1J2.7",1.88522631963522,3.38238188667221,1.01410654953129,0.000239104102394309,0.000457891192514047,NA
"GRHL3",2.17698246874519,2.91310346137812,0.731191324267272,0.000244611276053069,0.000467894107955862,"57822"
"PCED1B-AS1",90.0605400065196,1.00763406305478,0.294170256359734,0.0002455054367238,0.00046956255803152,"100233209"
"PKIB",71.3775178685217,1.05531467635612,0.313284643345771,0.000246217462465345,0.00047075636690631,"5570"
"CTB-114C7.4:ENSG00000250274",3.39532749135865,1.92287160980159,0.581486072091617,0.00024811410616901,0.000474255742220672,NA
"NUP210L",21.2152562289461,1.23311399475448,0.367494626418665,0.000248793876094795,0.000475512675792737,"91181"
"IFNLR1",66.4668542233731,1.24420319611338,0.372127067402593,0.000250860891654262,0.000479078810552063,"163702"
"TEX14",10.8772772228049,1.0477866805775,0.303697839904682,0.000253682551924238,0.00048416546174463,"56155"
"SFTA1P",5.77437829758192,2.12725479692192,0.667132536065493,0.000254123477709211,0.00048496380533715,"207107"
"LINC00601",2.55183648339902,2.01007854288755,0.626702714769936,0.000254639244265014,0.000485818312473922,"101101772"
"GRM7",7.40879933409725,1.89987926872429,0.596453110121467,0.000258272911173808,0.000492575485423405,"2917"
"HBQ1",3.2629665737945,6.70123229595406,2.48835250643704,0.000258398802347343,0.000492771735093033,"3049"
"RP3-413H6.2:ENSG00000234427",2.72642003243289,1.60495403043777,0.472096651767388,0.000262749620432147,0.000500623398944103,NA
"RP11-254I22.1:ENSG00000250551",5.03493056780848,1.03599039129191,0.292344256022871,0.00026795466797373,0.000510041953701683,NA
"UGT8",16.1810882709043,1.46835813794836,0.464627894576156,0.00027489589518891,0.000522604552207194,"7368"
"SCEL",8.06366103618395,4.31762245458316,0.868531871604613,0.00028302665508327,0.00053748983682436,"8796"
"AF131837",8.23933320346705,1.57372940616004,0.481144825714795,0.000286276840075343,0.000543469576026113,NA
"VMO1",48.0775528566274,1.04166811702801,0.307798386022311,0.000297247269778278,0.000563298031225273,"284013"
"RPE65",3.57996994140366,1.71387215329699,0.585893590034347,0.00029987179083909,0.000568171153912147,"6121"
"PLLP",19.7045468099855,1.1011022764994,0.326182109126912,0.000303096232485191,0.000574026822555014,"51090"
"GYLTL1B",8.71826650080344,1.84224087589555,0.622214206343111,0.000303670570647312,0.000574962132569244,NA
"SEPT1",151.410075553059,1.19311628115504,0.362766868542879,0.000310140978305765,0.000586435958361488,NA
"ANKRD18A",12.4292236573467,1.30018953960861,0.395216700924303,0.000315654541879671,0.000596177634482463,"253650"
"RP11-416O18.1:ENSG00000242512",4.50357747125834,1.90711949723317,0.8987242230403,0.000321010280111933,0.000605759229938286,NA
"CCL22",21.7913868937734,2.31213020743555,0.401283389839955,0.000322700854323271,0.000608681458304203,"6367"
"APOBEC3B",32.7695545865867,1.15776360551866,0.355182006555353,0.000323283528391405,0.000609619555165668,"9582"
"RP11-281A20.2:ENSG00000228512",3.58439881166874,1.27260096844483,0.372969412851734,0.000323879247957657,0.000610675823938083,NA
"WNT16",15.4895666502514,1.8544849872535,0.610582031506653,0.000327867682839476,0.000617666172655224,"51384"
"MAP3K9",37.0630555408498,1.07335029517247,0.321637020982608,0.000330070857930868,0.000621598163433116,"4293"
"AX748264",11.521220372843,1.4595944782688,0.483482220924808,0.000331643509488452,0.000624395233561665,NA
"AP000688.8:ENSG00000231106",13.251540786223,1.74389837650747,0.565032852340916,0.000339839704021135,0.000639096637385714,NA
"SEPT3",17.7377825566028,1.03766897601332,0.330202599572712,0.000347529285471635,0.000653099094740337,NA
"VSIG1",11.0107766169679,1.29612252270889,0.418612772616642,0.0003505937808451,0.000658396259077634,"340547"
"LINC00944:ENSG00000256128",6.86096669138237,1.43543123482177,0.435654297858449,0.000354470346029988,0.00066509348914127,NA
"BC027448",1.71011698798046,6.3886989575312,2.38071637953782,0.000359464368319985,0.000674109703928799,NA
"RAB25",1.98113320082722,3.28792374616798,0.923095692156226,0.000371353440041764,0.000695492684412367,"57111"
"BC051760",1.75009021853268,4.00661491216849,1.23433332351992,0.000378108375300151,0.000707340211906095,NA
